time_stamp	hand_count	l_hand_p(x,y,z)	r_hand_p(x,y,z)
2023-10-14 01:47:20.770	2	(-192.489777,210.768875,113.439316)	(77.940887,133.972809,4.478062)
2023-10-14 01:47:20.782	2	(-182.322556,204.712128,110.189865)	(75.627289,129.820984,3.988745)
2023-10-14 01:47:20.793	2	(-172.782043,198.092926,107.089088)	(73.619858,125.805077,3.368431)
2023-10-14 01:47:20.804	2	(-164.201828,191.810181,104.540733)	(72.031265,122.781441,2.704168)
2023-10-14 01:47:20.815	2	(-155.826172,185.888199,101.691368)	(70.321358,119.317184,1.940785)
2023-10-14 01:47:20.826	2	(-148.381653,179.741867,99.312813)	(68.894684,116.255966,1.017351)
2023-10-14 01:47:20.838	2	(-141.202606,173.685562,96.601913)	(67.745995,114.095444,0.229654)
2023-10-14 01:47:20.848	2	(-134.988525,167.647171,93.776764)	(66.298370,111.818153,-0.914133)
2023-10-14 01:47:20.860	2	(-129.167831,161.496613,91.163116)	(65.973999,109.435165,-1.787888)
2023-10-14 01:47:20.871	2	(-124.242455,156.035416,88.805847)	(64.859879,107.672333,-3.222605)
2023-10-14 01:47:20.882	2	(-120.004677,151.008545,86.640221)	(64.380135,106.099792,-4.140403)
2023-10-14 01:47:20.893	2	(-116.409309,146.472336,84.700188)	(63.787025,104.724838,-5.498992)
2023-10-14 01:47:20.904	2	(-113.174469,141.908417,82.668030)	(63.560169,104.042770,-6.304054)
2023-10-14 01:47:20.916	2	(-110.717842,138.232971,80.936966)	(62.802654,103.247932,-7.749546)
2023-10-14 01:47:20.927	2	(-108.491356,134.659164,79.474861)	(62.917244,102.923592,-8.812061)
2023-10-14 01:47:20.938	2	(-106.589127,131.757782,77.911980)	(62.624138,102.643631,-10.170420)
2023-10-14 01:47:20.948	2	(-105.279083,129.199677,76.527115)	(62.421150,102.674408,-11.287493)
2023-10-14 01:47:20.960	2	(-104.088959,126.609612,75.192490)	(62.219276,103.009865,-12.742619)
2023-10-14 01:47:20.971	2	(-103.463074,124.806694,74.364929)	(62.418480,103.463654,-13.773348)
2023-10-14 01:47:20.982	2	(-102.910889,123.003830,73.509941)	(62.630322,104.339165,-15.093656)
2023-10-14 01:47:20.993	2	(-102.549446,121.651161,72.878426)	(62.462322,105.383804,-16.377972)
2023-10-14 01:47:21.005	2	(-102.366760,120.682266,71.634315)	(62.286488,105.891197,-17.258837)
2023-10-14 01:47:21.016	2	(-102.343567,119.710358,70.485146)	(62.931416,107.360321,-18.367434)
2023-10-14 01:47:21.027	2	(-102.784996,119.098091,69.889450)	(63.435665,109.423286,-19.672642)
2023-10-14 01:47:21.038	2	(-103.611160,119.103233,69.405617)	(63.797096,111.023193,-20.893801)
2023-10-14 01:47:21.049	2	(-104.433998,119.378448,69.125443)	(64.425758,111.746292,-21.995426)
2023-10-14 01:47:21.060	2	(-105.072067,119.039352,68.368668)	(64.849586,113.673630,-22.830336)
2023-10-14 01:47:21.072	2	(-105.964386,119.371323,67.436768)	(65.667747,115.995842,-23.515959)
2023-10-14 01:47:21.083	2	(-107.283401,120.069649,67.219383)	(66.479492,118.399773,-24.270615)
2023-10-14 01:47:21.094	2	(-108.882378,120.433525,66.641685)	(68.039101,120.910484,-25.196337)
2023-10-14 01:47:21.106	2	(-110.191841,120.401932,66.936684)	(69.077400,123.365639,-26.521505)
2023-10-14 01:47:21.116	2	(-111.992638,120.323738,66.180305)	(69.558647,125.239708,-27.530870)
2023-10-14 01:47:21.127	2	(-113.842476,121.341537,64.166367)	(70.275558,127.256561,-28.638519)
2023-10-14 01:47:21.139	2	(-116.075760,122.728477,62.874287)	(71.695564,129.985184,-30.028040)
2023-10-14 01:47:21.150	2	(-119.586456,123.874123,61.428795)	(72.448517,131.189240,-31.484428)
2023-10-14 01:47:21.161	2	(-123.435516,125.387749,58.645554)	(73.352684,132.834961,-33.309502)
2023-10-14 01:47:21.172	2	(-127.547836,125.875832,56.035244)	(73.980423,134.287292,-35.578506)
2023-10-14 01:47:21.183	2	(-132.247818,126.255035,54.271397)	(74.222649,135.448517,-38.979866)
2023-10-14 01:47:21.194	2	(-135.729965,125.139297,52.243626)	(74.922485,135.456635,-41.978756)
2023-10-14 01:47:21.205	2	(-137.709656,123.407211,49.641624)	(76.172012,136.424255,-45.494545)
2023-10-14 01:47:21.216	2	(-139.188599,121.562263,46.333084)	(77.576790,137.167999,-47.976704)
2023-10-14 01:47:21.227	2	(-141.874344,122.581520,42.547989)	(79.417030,137.583649,-50.360695)
2023-10-14 01:47:21.239	2	(-145.902023,125.269997,38.483730)	(81.578957,138.120239,-52.941082)
2023-10-14 01:47:21.250	2	(-151.505386,127.573402,34.787792)	(84.304970,139.784821,-56.232925)
2023-10-14 01:47:21.261	2	(-157.796127,129.930695,30.962868)	(86.261215,140.904785,-59.295414)
2023-10-14 01:47:21.272	2	(-164.420609,130.922882,26.281403)	(88.653900,141.397430,-61.824818)
2023-10-14 01:47:21.283	2	(-171.067261,131.164413,21.252575)	(90.253395,141.461197,-64.816444)
2023-10-14 01:47:21.295	2	(-176.841095,130.481537,14.669828)	(92.141716,142.158554,-68.735405)
2023-10-14 01:47:21.306	2	(-181.423187,127.957336,8.693146)	(93.553604,142.155716,-71.754288)
2023-10-14 01:47:21.317	2	(-186.196152,125.339928,2.113676)	(94.338097,141.915771,-74.998032)
2023-10-14 01:47:21.328	2	(-190.437820,122.065269,-3.799316)	(95.207993,141.800003,-78.569588)
2023-10-14 01:47:21.339	2	(-194.543579,118.791962,-9.815930)	(95.873596,141.247894,-82.248169)
2023-10-14 01:47:21.350	2	(-197.549484,115.885483,-14.367990)	(96.913124,141.128464,-86.240158)
2023-10-14 01:47:21.361	2	(-201.544754,112.701530,-18.388916)	(97.145081,140.529465,-89.754555)
2023-10-14 01:47:21.373	2	(-205.092484,108.352394,-22.966152)	(97.452988,140.053055,-93.187157)
2023-10-14 01:47:21.384	2	(-208.351532,103.797470,-26.643135)	(97.695435,139.684753,-96.308960)
2023-10-14 01:47:21.395	2	(-211.079056,99.017380,-28.645618)	(97.409660,139.265869,-99.741768)
2023-10-14 01:47:21.407	2	(-213.822662,94.838638,-29.202597)	(97.351295,138.692688,-102.742340)
2023-10-14 01:47:21.418	2	(-214.938431,90.153809,-29.064022)	(96.846710,138.409119,-106.147247)
2023-10-14 01:47:21.428	2	(-218.608276,85.432991,-28.220684)	(96.029434,137.618484,-108.106201)
2023-10-14 01:47:21.440	2	(-221.940338,81.977684,-27.752201)	(95.571808,136.750992,-110.355247)
2023-10-14 01:47:21.451	2	(-225.350082,79.192841,-26.670324)	(94.745758,136.242432,-112.761810)
2023-10-14 01:47:21.462	2	(-229.096313,78.270638,-26.098629)	(93.641350,135.707703,-114.387367)
2023-10-14 01:47:21.474	2	(-232.918289,77.112076,-24.869305)	(92.796898,134.948227,-115.803421)
2023-10-14 01:47:21.485	1	(91.662941,134.380341,-117.214050)	(x,x,x)
2023-10-14 01:47:21.496	1	(90.586609,133.686539,-118.797523)	(x,x,x)
2023-10-14 01:47:21.507	1	(89.873077,133.658478,-120.219391)	(x,x,x)
2023-10-14 01:47:21.518	1	(87.369774,133.079086,-121.243309)	(x,x,x)
2023-10-14 01:47:21.529	1	(86.661842,132.588425,-122.379066)	(x,x,x)
2023-10-14 01:47:21.540	1	(85.541473,131.954361,-123.027969)	(x,x,x)
2023-10-14 01:47:21.551	1	(84.133553,131.425049,-123.401718)	(x,x,x)
2023-10-14 01:47:21.562	1	(82.490974,131.325317,-124.498375)	(x,x,x)
2023-10-14 01:47:21.574	1	(80.805038,130.945770,-125.758553)	(x,x,x)
2023-10-14 01:47:21.585	1	(79.764084,130.287125,-125.853867)	(x,x,x)
2023-10-14 01:47:21.596	1	(78.387566,129.719025,-125.700439)	(x,x,x)
2023-10-14 01:47:21.607	1	(77.263969,129.410263,-126.751343)	(x,x,x)
2023-10-14 01:47:21.618	1	(76.155952,128.771820,-127.761017)	(x,x,x)
2023-10-14 01:47:21.629	1	(75.000862,128.009567,-128.551437)	(x,x,x)
2023-10-14 01:47:21.640	1	(74.679176,127.293045,-128.692276)	(x,x,x)
2023-10-14 01:47:21.652	1	(73.681976,126.213791,-129.412888)	(x,x,x)
2023-10-14 01:47:21.662	1	(72.866005,125.657501,-130.047058)	(x,x,x)
2023-10-14 01:47:21.674	1	(71.928558,124.495064,-130.608932)	(x,x,x)
2023-10-14 01:47:21.685	1	(71.409386,123.130333,-131.061630)	(x,x,x)
2023-10-14 01:47:21.696	1	(71.257797,122.226952,-131.842239)	(x,x,x)
2023-10-14 01:47:21.707	1	(71.330132,121.888855,-133.409470)	(x,x,x)
2023-10-14 01:47:21.718	1	(71.274490,120.943123,-134.828506)	(x,x,x)
2023-10-14 01:47:21.729	1	(71.504173,120.417862,-135.824066)	(x,x,x)
2023-10-14 01:47:21.741	1	(71.990524,119.947571,-137.406998)	(x,x,x)
2023-10-14 01:47:21.752	1	(72.573212,119.588188,-139.459305)	(x,x,x)
2023-10-14 01:47:21.763	1	(73.128998,119.136642,-141.226532)	(x,x,x)
2023-10-14 01:47:21.774	1	(74.071205,118.709480,-142.129349)	(x,x,x)
2023-10-14 01:47:21.785	1	(75.016769,117.912819,-142.893799)	(x,x,x)
2023-10-14 01:47:21.796	1	(76.250137,116.332077,-143.549606)	(x,x,x)
2023-10-14 01:47:21.807	1	(77.971085,115.431358,-144.460724)	(x,x,x)
2023-10-14 01:47:21.819	1	(79.579956,114.494003,-145.905640)	(x,x,x)
2023-10-14 01:47:21.830	1	(81.652969,114.066986,-147.117020)	(x,x,x)
2023-10-14 01:47:21.841	1	(83.444275,113.528198,-148.048111)	(x,x,x)
2023-10-14 01:47:21.852	1	(85.250130,112.884590,-149.349594)	(x,x,x)
2023-10-14 01:47:21.863	1	(86.808113,112.534286,-150.938507)	(x,x,x)
2023-10-14 01:47:21.875	1	(89.405190,112.216347,-151.494812)	(x,x,x)
2023-10-14 01:47:21.886	1	(91.373810,111.861137,-153.581879)	(x,x,x)
2023-10-14 01:47:21.897	1	(93.479828,111.659454,-155.399857)	(x,x,x)
2023-10-14 01:47:21.908	1	(95.202156,111.216545,-155.486816)	(x,x,x)
2023-10-14 01:47:21.919	1	(98.221725,111.066406,-157.148193)	(x,x,x)
2023-10-14 01:47:21.930	1	(100.361618,110.931755,-158.078674)	(x,x,x)
2023-10-14 01:47:21.941	1	(102.208290,110.725555,-159.589432)	(x,x,x)
2023-10-14 01:47:21.952	1	(104.123405,110.428375,-159.983185)	(x,x,x)
2023-10-14 01:47:21.964	1	(106.336876,109.866013,-160.219452)	(x,x,x)
2023-10-14 01:47:21.975	1	(108.517944,109.627457,-161.463852)	(x,x,x)
